text,intent,tokenized_text,cleaned_text,cleaned_tokenized_text,Target
can you tell me about your hobbies,what_are_your_hobbies,"['can', 'you', 'tell', 'me', 'about', 'your', 'hobbies']",can you tell me about your hobbies,"['tell', 'hobbies']",141
tell me your hobbies,what_are_your_hobbies,"['tell', 'me', 'your', 'hobbies']",tell me your hobbies,"['tell', 'hobbies']",141
do ai have hobbies and if so what are yours,what_are_your_hobbies,"['do', 'ai', 'have', 'hobbies', 'and', 'if', 'so', 'what', 'are', 'yours']",do ai have hobbies and if so what are yours,"['ai', 'hobbies']",141
what are you hobbies,what_are_your_hobbies,"['what', 'are', 'you', 'hobbies']",what are you hobbies,['hobbies'],141
do you have any hobbies to speak of,what_are_your_hobbies,"['do', 'you', 'have', 'any', 'hobbies', 'to', 'speak', 'of']",do you have any hobbies to speak of,"['hobbies', 'speak']",141
what hobbies do you do,what_are_your_hobbies,"['what', 'hobbies', 'do', 'you', 'do']",what hobbies do you do,['hobbies'],141
how do you spend your spare time,what_are_your_hobbies,"['how', 'do', 'you', 'spend', 'your', 'spare', 'time']",how do you spend your spare time,"['spend', 'spare', 'time']",141
what do you like to do when you have spare time,what_are_your_hobbies,"['what', 'do', 'you', 'like', 'to', 'do', 'when', 'you', 'have', 'spare', 'time']",what do you like to do when you have spare time,"['like', 'spare', 'time']",141
what do you do when you're not working,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'when', 'you', ""'re"", 'not', 'working']",what do you do when youre not working,"['youre', 'working']",141
is there anything you like to do in your free time,what_are_your_hobbies,"['is', 'there', 'anything', 'you', 'like', 'to', 'do', 'in', 'your', 'free', 'time']",is there anything you like to do in your free time,"['anything', 'like', 'free', 'time']",141
what are the things you like to do for fun,what_are_your_hobbies,"['what', 'are', 'the', 'things', 'you', 'like', 'to', 'do', 'for', 'fun']",what are the things you like to do for fun,"['things', 'like', 'fun']",141
what sort of things do you or work on for fun when you have extra time,what_are_your_hobbies,"['what', 'sort', 'of', 'things', 'do', 'you', 'or', 'work', 'on', 'for', 'fun', 'when', 'you', 'have', 'extra', 'time']",what sort of things do you or work on for fun when you have extra time,"['sort', 'things', 'work', 'fun', 'extra', 'time']",141
are there activities that you enjoy doing in your free time,what_are_your_hobbies,"['are', 'there', 'activities', 'that', 'you', 'enjoy', 'doing', 'in', 'your', 'free', 'time']",are there activities that you enjoy doing in your free time,"['activities', 'enjoy', 'free', 'time']",141
what are some things you like doing,what_are_your_hobbies,"['what', 'are', 'some', 'things', 'you', 'like', 'doing']",what are some things you like doing,"['things', 'like']",141
so what sort of hobbies are you into,what_are_your_hobbies,"['so', 'what', 'sort', 'of', 'hobbies', 'are', 'you', 'into']",so what sort of hobbies are you into,"['sort', 'hobbies']",141
"what do you do when you're not working, for fun",what_are_your_hobbies,"['what', 'do', 'you', 'do', 'when', 'you', ""'re"", 'not', 'working', ',', 'for', 'fun']",what do you do when youre not working for fun,"['youre', 'working', 'fun']",141
what do you like to do when you're not working,what_are_your_hobbies,"['what', 'do', 'you', 'like', 'to', 'do', 'when', 'you', ""'re"", 'not', 'working']",what do you like to do when youre not working,"['like', 'youre', 'working']",141
what sorts of things do you do to have a good time,what_are_your_hobbies,"['what', 'sorts', 'of', 'things', 'do', 'you', 'do', 'to', 'have', 'a', 'good', 'time']",what sorts of things do you do to have a good time,"['sorts', 'things', 'good', 'time']",141
what kind of things do you do when you have free time,what_are_your_hobbies,"['what', 'kind', 'of', 'things', 'do', 'you', 'do', 'when', 'you', 'have', 'free', 'time']",what kind of things do you do when you have free time,"['kind', 'things', 'free', 'time']",141
can you describe your hobbies to me,what_are_your_hobbies,"['can', 'you', 'describe', 'your', 'hobbies', 'to', 'me']",can you describe your hobbies to me,"['describe', 'hobbies']",141
please tell me your hobbies,what_are_your_hobbies,"['please', 'tell', 'me', 'your', 'hobbies']",please tell me your hobbies,"['please', 'tell', 'hobbies']",141
tell me all about your hobbies,what_are_your_hobbies,"['tell', 'me', 'all', 'about', 'your', 'hobbies']",tell me all about your hobbies,"['tell', 'hobbies']",141
i'd like to hear about your hobbies,what_are_your_hobbies,"['i', ""'d"", 'like', 'to', 'hear', 'about', 'your', 'hobbies']",id like to hear about your hobbies,"['id', 'like', 'hear', 'hobbies']",141
what things do you enjoy doing,what_are_your_hobbies,"['what', 'things', 'do', 'you', 'enjoy', 'doing']",what things do you enjoy doing,"['things', 'enjoy']",141
what are some things that you enjoy,what_are_your_hobbies,"['what', 'are', 'some', 'things', 'that', 'you', 'enjoy']",what are some things that you enjoy,"['things', 'enjoy']",141
what do you like doing in your free time,what_are_your_hobbies,"['what', 'do', 'you', 'like', 'doing', 'in', 'your', 'free', 'time']",what do you like doing in your free time,"['like', 'free', 'time']",141
do you have anything you enjoy to do,what_are_your_hobbies,"['do', 'you', 'have', 'anything', 'you', 'enjoy', 'to', 'do']",do you have anything you enjoy to do,"['anything', 'enjoy']",141
i like to paint in my free time-do you have any hobbies like that,what_are_your_hobbies,"['i', 'like', 'to', 'paint', 'in', 'my', 'free', 'time-do', 'you', 'have', 'any', 'hobbies', 'like', 'that']",i like to paint in my free timedo you have any hobbies like that,"['like', 'paint', 'free', 'timedo', 'hobbies', 'like']",141
what hobbies do you like doing,what_are_your_hobbies,"['what', 'hobbies', 'do', 'you', 'like', 'doing']",what hobbies do you like doing,"['hobbies', 'like']",141
do you enjoy any hobbies,what_are_your_hobbies,"['do', 'you', 'enjoy', 'any', 'hobbies']",do you enjoy any hobbies,"['enjoy', 'hobbies']",141
what other hobbies do you enjoy,what_are_your_hobbies,"['what', 'other', 'hobbies', 'do', 'you', 'enjoy']",what other hobbies do you enjoy,"['hobbies', 'enjoy']",141
what kinds of hobbies do you enjoy,what_are_your_hobbies,"['what', 'kinds', 'of', 'hobbies', 'do', 'you', 'enjoy']",what kinds of hobbies do you enjoy,"['kinds', 'hobbies', 'enjoy']",141
what are some of the hobbies you enjoy doing,what_are_your_hobbies,"['what', 'are', 'some', 'of', 'the', 'hobbies', 'you', 'enjoy', 'doing']",what are some of the hobbies you enjoy doing,"['hobbies', 'enjoy']",141
what do you enjoy doing while not working,what_are_your_hobbies,"['what', 'do', 'you', 'enjoy', 'doing', 'while', 'not', 'working']",what do you enjoy doing while not working,"['enjoy', 'working']",141
any hobbies,what_are_your_hobbies,"['any', 'hobbies']",any hobbies,['hobbies'],141
what do you do to occupy your free time,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'to', 'occupy', 'your', 'free', 'time']",what do you do to occupy your free time,"['occupy', 'free', 'time']",141
i would like to know what hobbies you enjoy,what_are_your_hobbies,"['i', 'would', 'like', 'to', 'know', 'what', 'hobbies', 'you', 'enjoy']",i would like to know what hobbies you enjoy,"['would', 'like', 'know', 'hobbies', 'enjoy']",141
what hobbies pique your interest,what_are_your_hobbies,"['what', 'hobbies', 'pique', 'your', 'interest']",what hobbies pique your interest,"['hobbies', 'pique', 'interest']",141
what do you do in your spare time,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'in', 'your', 'spare', 'time']",what do you do in your spare time,"['spare', 'time']",141
what do you do for hobbies,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'for', 'hobbies']",what do you do for hobbies,['hobbies'],141
what sorts of activities do you enjoy,what_are_your_hobbies,"['what', 'sorts', 'of', 'activities', 'do', 'you', 'enjoy']",what sorts of activities do you enjoy,"['sorts', 'activities', 'enjoy']",141
what kinds of activities do you enjoy,what_are_your_hobbies,"['what', 'kinds', 'of', 'activities', 'do', 'you', 'enjoy']",what kinds of activities do you enjoy,"['kinds', 'activities', 'enjoy']",141
what types of activities do you enjoy,what_are_your_hobbies,"['what', 'types', 'of', 'activities', 'do', 'you', 'enjoy']",what types of activities do you enjoy,"['types', 'activities', 'enjoy']",141
what sorts of hobbies do you enjoy,what_are_your_hobbies,"['what', 'sorts', 'of', 'hobbies', 'do', 'you', 'enjoy']",what sorts of hobbies do you enjoy,"['sorts', 'hobbies', 'enjoy']",141
what kind of activities do you enjoy,what_are_your_hobbies,"['what', 'kind', 'of', 'activities', 'do', 'you', 'enjoy']",what kind of activities do you enjoy,"['kind', 'activities', 'enjoy']",141
what's your hobbies,what_are_your_hobbies,"['what', ""'s"", 'your', 'hobbies']",whats your hobbies,"['whats', 'hobbies']",141
what things do you do for fun,what_are_your_hobbies,"['what', 'things', 'do', 'you', 'do', 'for', 'fun']",what things do you do for fun,"['things', 'fun']",141
what hobbies do you like,what_are_your_hobbies,"['what', 'hobbies', 'do', 'you', 'like']",what hobbies do you like,"['hobbies', 'like']",141
what do you like to do for fun,what_are_your_hobbies,"['what', 'do', 'you', 'like', 'to', 'do', 'for', 'fun']",what do you like to do for fun,"['like', 'fun']",141
what are some things you like to do,what_are_your_hobbies,"['what', 'are', 'some', 'things', 'you', 'like', 'to', 'do']",what are some things you like to do,"['things', 'like']",141
tell me what you do for fun,what_are_your_hobbies,"['tell', 'me', 'what', 'you', 'do', 'for', 'fun']",tell me what you do for fun,"['tell', 'fun']",141
can you tell me some of your hobbies,what_are_your_hobbies,"['can', 'you', 'tell', 'me', 'some', 'of', 'your', 'hobbies']",can you tell me some of your hobbies,"['tell', 'hobbies']",141
might you have any hobbies,what_are_your_hobbies,"['might', 'you', 'have', 'any', 'hobbies']",might you have any hobbies,"['might', 'hobbies']",141
what kinds of things do you do for hobbies,what_are_your_hobbies,"['what', 'kinds', 'of', 'things', 'do', 'you', 'do', 'for', 'hobbies']",what kinds of things do you do for hobbies,"['kinds', 'things', 'hobbies']",141
share some of your hobbies with me,what_are_your_hobbies,"['share', 'some', 'of', 'your', 'hobbies', 'with', 'me']",share some of your hobbies with me,"['share', 'hobbies']",141
what keeps you busy in your free time,what_are_your_hobbies,"['what', 'keeps', 'you', 'busy', 'in', 'your', 'free', 'time']",what keeps you busy in your free time,"['keeps', 'busy', 'free', 'time']",141
what makes you happy in your free time,what_are_your_hobbies,"['what', 'makes', 'you', 'happy', 'in', 'your', 'free', 'time']",what makes you happy in your free time,"['makes', 'happy', 'free', 'time']",141
what do you do in your down time,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'in', 'your', 'down', 'time']",what do you do in your down time,['time'],141
please share your hobbies with me,what_are_your_hobbies,"['please', 'share', 'your', 'hobbies', 'with', 'me']",please share your hobbies with me,"['please', 'share', 'hobbies']",141
lets talk about your hobbies,what_are_your_hobbies,"['lets', 'talk', 'about', 'your', 'hobbies']",lets talk about your hobbies,"['lets', 'talk', 'hobbies']",141
what kind of hobbies do you have,what_are_your_hobbies,"['what', 'kind', 'of', 'hobbies', 'do', 'you', 'have']",what kind of hobbies do you have,"['kind', 'hobbies']",141
what hobbies do you enjoy in your free time,what_are_your_hobbies,"['what', 'hobbies', 'do', 'you', 'enjoy', 'in', 'your', 'free', 'time']",what hobbies do you enjoy in your free time,"['hobbies', 'enjoy', 'free', 'time']",141
what kind of hobbies do you like to do,what_are_your_hobbies,"['what', 'kind', 'of', 'hobbies', 'do', 'you', 'like', 'to', 'do']",what kind of hobbies do you like to do,"['kind', 'hobbies', 'like']",141
what sort of things do you enjoy,what_are_your_hobbies,"['what', 'sort', 'of', 'things', 'do', 'you', 'enjoy']",what sort of things do you enjoy,"['sort', 'things', 'enjoy']",141
what are your favorite activities,what_are_your_hobbies,"['what', 'are', 'your', 'favorite', 'activities']",what are your favorite activities,"['favorite', 'activities']",141
what hobbies do you like to partake in,what_are_your_hobbies,"['what', 'hobbies', 'do', 'you', 'like', 'to', 'partake', 'in']",what hobbies do you like to partake in,"['hobbies', 'like', 'partake']",141
what sort of hobbies do you enjoy,what_are_your_hobbies,"['what', 'sort', 'of', 'hobbies', 'do', 'you', 'enjoy']",what sort of hobbies do you enjoy,"['sort', 'hobbies', 'enjoy']",141
what do you do for fun in your free time,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'for', 'fun', 'in', 'your', 'free', 'time']",what do you do for fun in your free time,"['fun', 'free', 'time']",141
tell me what you do in your free time,what_are_your_hobbies,"['tell', 'me', 'what', 'you', 'do', 'in', 'your', 'free', 'time']",tell me what you do in your free time,"['tell', 'free', 'time']",141
what you do at the free time,what_are_your_hobbies,"['what', 'you', 'do', 'at', 'the', 'free', 'time']",what you do at the free time,"['free', 'time']",141
so what do you do at free time,what_are_your_hobbies,"['so', 'what', 'do', 'you', 'do', 'at', 'free', 'time']",so what do you do at free time,"['free', 'time']",141
at free time what do you do,what_are_your_hobbies,"['at', 'free', 'time', 'what', 'do', 'you', 'do']",at free time what do you do,"['free', 'time']",141
what do you enjoy doing in your leisure time,what_are_your_hobbies,"['what', 'do', 'you', 'enjoy', 'doing', 'in', 'your', 'leisure', 'time']",what do you enjoy doing in your leisure time,"['enjoy', 'leisure', 'time']",141
what types of hobbies do you enjoy,what_are_your_hobbies,"['what', 'types', 'of', 'hobbies', 'do', 'you', 'enjoy']",what types of hobbies do you enjoy,"['types', 'hobbies', 'enjoy']",141
what types of things do you like to do in your spare time,what_are_your_hobbies,"['what', 'types', 'of', 'things', 'do', 'you', 'like', 'to', 'do', 'in', 'your', 'spare', 'time']",what types of things do you like to do in your spare time,"['types', 'things', 'like', 'spare', 'time']",141
what sorts of things are you into,what_are_your_hobbies,"['what', 'sorts', 'of', 'things', 'are', 'you', 'into']",what sorts of things are you into,"['sorts', 'things']",141
what sorts of things do you do for fun,what_are_your_hobbies,"['what', 'sorts', 'of', 'things', 'do', 'you', 'do', 'for', 'fun']",what sorts of things do you do for fun,"['sorts', 'things', 'fun']",141
what sort of hobbies are you into,what_are_your_hobbies,"['what', 'sort', 'of', 'hobbies', 'are', 'you', 'into']",what sort of hobbies are you into,"['sort', 'hobbies']",141
how do you like to spend your free time,what_are_your_hobbies,"['how', 'do', 'you', 'like', 'to', 'spend', 'your', 'free', 'time']",how do you like to spend your free time,"['like', 'spend', 'free', 'time']",141
inform me what you do for fun in your free time,what_are_your_hobbies,"['inform', 'me', 'what', 'you', 'do', 'for', 'fun', 'in', 'your', 'free', 'time']",inform me what you do for fun in your free time,"['inform', 'fun', 'free', 'time']",141
i gotta know your hobbies,what_are_your_hobbies,"['i', 'got', 'ta', 'know', 'your', 'hobbies']",i gotta know your hobbies,"['got', 'ta', 'know', 'hobbies']",141
can you tell me your hobbies,what_are_your_hobbies,"['can', 'you', 'tell', 'me', 'your', 'hobbies']",can you tell me your hobbies,"['tell', 'hobbies']",141
tell your hobbies,what_are_your_hobbies,"['tell', 'your', 'hobbies']",tell your hobbies,"['tell', 'hobbies']",141
what do you do in your free time,what_are_your_hobbies,"['what', 'do', 'you', 'do', 'in', 'your', 'free', 'time']",what do you do in your free time,"['free', 'time']",141
i wanna know your hobbies,what_are_your_hobbies,"['i', 'wan', 'na', 'know', 'your', 'hobbies']",i wanna know your hobbies,"['wan', 'na', 'know', 'hobbies']",141
i wish to know your hobbies,what_are_your_hobbies,"['i', 'wish', 'to', 'know', 'your', 'hobbies']",i wish to know your hobbies,"['wish', 'know', 'hobbies']",141
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,book_flight,"['what', ""'s"", 'the', 'cheapest', 'fares', 'from', 'lax', 'to', 'sfo', 'for', 'round', 'trip', 'flights', 'leaving', 'april', '1st', 'and', 'returning', 'april', '7th']",whats the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,"['whats', 'cheapest', 'fares', 'lax', 'sfo', 'round', 'trip', 'flights', 'leaving', 'april', '1st', 'returning', 'april', '7th']",9
"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",book_flight,"['for', 'the', 'dates', 'april', '1st', 'to', 'the', '7th', ',', 'find', 'me', 'round', 'trip', 'air', 'tickets', 'from', 'la', 'to', 'sfo']",for the dates april 1st to the 7th find me round trip air tickets from la to sfo,"['dates', 'april', '1st', '7th', 'find', 'round', 'trip', 'air', 'tickets', 'la', 'sfo']",9
what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,book_flight,"['what', 'southwest', 'flights', 'are', 'there', 'for', 'lax', 'to', 'sfo', 'arriving', 'april', '1st', 'and', 'returning', 'april', '7th']",what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,"['southwest', 'flights', 'lax', 'sfo', 'arriving', 'april', '1st', 'returning', 'april', '7th']",9
what airlines have flights round trip on april 1st to april 7th from lax to sfo,book_flight,"['what', 'airlines', 'have', 'flights', 'round', 'trip', 'on', 'april', '1st', 'to', 'april', '7th', 'from', 'lax', 'to', 'sfo']",what airlines have flights round trip on april 1st to april 7th from lax to sfo,"['airlines', 'flights', 'round', 'trip', 'april', '1st', 'april', '7th', 'lax', 'sfo']",9
find me round trip flights out of lax to sfox,book_flight,"['find', 'me', 'round', 'trip', 'flights', 'out', 'of', 'lax', 'to', 'sfox']",find me round trip flights out of lax to sfox,"['find', 'round', 'trip', 'flights', 'lax', 'sfox']",9
find me a flight from tijuana to guadalajara on volaris,book_flight,"['find', 'me', 'a', 'flight', 'from', 'tijuana', 'to', 'guadalajara', 'on', 'volaris']",find me a flight from tijuana to guadalajara on volaris,"['find', 'flight', 'tijuana', 'guadalajara', 'volaris']",9
i need a flight to be booked from san diego to boston through frontier,book_flight,"['i', 'need', 'a', 'flight', 'to', 'be', 'booked', 'from', 'san', 'diego', 'to', 'boston', 'through', 'frontier']",i need a flight to be booked from san diego to boston through frontier,"['need', 'flight', 'booked', 'san', 'diego', 'boston', 'frontier']",9
i want a flight booked from new york to san francisco with continental,book_flight,"['i', 'want', 'a', 'flight', 'booked', 'from', 'new', 'york', 'to', 'san', 'francisco', 'with', 'continental']",i want a flight booked from new york to san francisco with continental,"['want', 'flight', 'booked', 'new', 'york', 'san', 'francisco', 'continental']",9
get me a flight booked from houston to phoenix with american airlines,book_flight,"['get', 'me', 'a', 'flight', 'booked', 'from', 'houston', 'to', 'phoenix', 'with', 'american', 'airlines']",get me a flight booked from houston to phoenix with american airlines,"['get', 'flight', 'booked', 'houston', 'phoenix', 'american', 'airlines']",9
i want to fly southwest from dallas to phoenix,book_flight,"['i', 'want', 'to', 'fly', 'southwest', 'from', 'dallas', 'to', 'phoenix']",i want to fly southwest from dallas to phoenix,"['want', 'fly', 'southwest', 'dallas', 'phoenix']",9
book a flight from chicago to dc on monday and returning on wednesday,book_flight,"['book', 'a', 'flight', 'from', 'chicago', 'to', 'dc', 'on', 'monday', 'and', 'returning', 'on', 'wednesday']",book a flight from chicago to dc on monday and returning on wednesday,"['book', 'flight', 'chicago', 'dc', 'monday', 'returning', 'wednesday']",9
i need to get a flight out of lax to dia on the 16th for under four hundred,book_flight,"['i', 'need', 'to', 'get', 'a', 'flight', 'out', 'of', 'lax', 'to', 'dia', 'on', 'the', '16th', 'for', 'under', 'four', 'hundred']",i need to get a flight out of lax to dia on the 16th for under four hundred,"['need', 'get', 'flight', 'lax', 'dia', '16th', 'four', 'hundred']",9
book a flight from sacremento to tampa two weeks from now and returning a month after,book_flight,"['book', 'a', 'flight', 'from', 'sacremento', 'to', 'tampa', 'two', 'weeks', 'from', 'now', 'and', 'returning', 'a', 'month', 'after']",book a flight from sacremento to tampa two weeks from now and returning a month after,"['book', 'flight', 'sacremento', 'tampa', 'two', 'weeks', 'returning', 'month']",9
i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,book_flight,"['i', ""'m"", 'looking', 'for', 'a', 'roundtrip', 'flight', 'from', 'afw', 'to', 'dgb', 'for', 'tomorrow', 'until', 'next', 'week']",im looking for a roundtrip flight from afw to dgb for tomorrow until next week,"['im', 'looking', 'roundtrip', 'flight', 'afw', 'dgb', 'tomorrow', 'next', 'week']",9
"i'm looking for a roundtrip flight from oma to sps august 1st, 2019 to august 2nd, 2019",book_flight,"['i', ""'m"", 'looking', 'for', 'a', 'roundtrip', 'flight', 'from', 'oma', 'to', 'sps', 'august', '1st', ',', '2019', 'to', 'august', '2nd', ',', '2019']",im looking for a roundtrip flight from oma to sps august 1st 2019 to august 2nd 2019,"['im', 'looking', 'roundtrip', 'flight', 'oma', 'sps', 'august', '1st', '2019', 'august', '2nd', '2019']",9
i need to get a flight out of tampa to chicago in a month for under $123,book_flight,"['i', 'need', 'to', 'get', 'a', 'flight', 'out', 'of', 'tampa', 'to', 'chicago', 'in', 'a', 'month', 'for', 'under', '$', '123']",i need to get a flight out of tampa to chicago in a month for under 123,"['need', 'get', 'flight', 'tampa', 'chicago', 'month', '123']",9
book a flight from denver to austin on the 16th and returning on the 20th,book_flight,"['book', 'a', 'flight', 'from', 'denver', 'to', 'austin', 'on', 'the', '16th', 'and', 'returning', 'on', 'the', '20th']",book a flight from denver to austin on the 16th and returning on the 20th,"['book', 'flight', 'denver', 'austin', '16th', 'returning', '20th']",9
book a flight from bangor to las vegas on may 1st and returning july 4th,book_flight,"['book', 'a', 'flight', 'from', 'bangor', 'to', 'las', 'vegas', 'on', 'may', '1st', 'and', 'returning', 'july', '4th']",book a flight from bangor to las vegas on may 1st and returning july 4th,"['book', 'flight', 'bangor', 'las', 'vegas', 'may', '1st', 'returning', 'july', '4th']",9
book a flight from seattle to dallas-fort worth on april the 1st and returning on april 5th,book_flight,"['book', 'a', 'flight', 'from', 'seattle', 'to', 'dallas-fort', 'worth', 'on', 'april', 'the', '1st', 'and', 'returning', 'on', 'april', '5th']",book a flight from seattle to dallasfort worth on april the 1st and returning on april 5th,"['book', 'flight', 'seattle', 'dallasfort', 'worth', 'april', '1st', 'returning', 'april', '5th']",9
i need to get a flight out of seattle to dulles next week for under $500,book_flight,"['i', 'need', 'to', 'get', 'a', 'flight', 'out', 'of', 'seattle', 'to', 'dulles', 'next', 'week', 'for', 'under', '$', '500']",i need to get a flight out of seattle to dulles next week for under 500,"['need', 'get', 'flight', 'seattle', 'dulles', 'next', 'week', '500']",9
i'm looking for a roundtrip flight from koa to mgj for june to july,book_flight,"['i', ""'m"", 'looking', 'for', 'a', 'roundtrip', 'flight', 'from', 'koa', 'to', 'mgj', 'for', 'june', 'to', 'july']",im looking for a roundtrip flight from koa to mgj for june to july,"['im', 'looking', 'roundtrip', 'flight', 'koa', 'mgj', 'june', 'july']",9
i need to get a flight out of denver to houston on friday for under $250,book_flight,"['i', 'need', 'to', 'get', 'a', 'flight', 'out', 'of', 'denver', 'to', 'houston', 'on', 'friday', 'for', 'under', '$', '250']",i need to get a flight out of denver to houston on friday for under 250,"['need', 'get', 'flight', 'denver', 'houston', 'friday', '250']",9
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",book_flight,"['i', 'need', 'to', 'get', 'a', 'flight', 'out', 'of', 'my', 'local', 'airport', 'to', 'england', 'on', 'monday', ',', 'the', '23rd', 'for', 'under', 'a', 'grand']",i need to get a flight out of my local airport to england on monday the 23rd for under a grand,"['need', 'get', 'flight', 'local', 'airport', 'england', 'monday', '23rd', 'grand']",9
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,book_flight,"['i', ""'m"", 'looking', 'for', 'a', 'roundtrip', 'flight', 'from', 'aaf', 'to', 'dia', 'for', 'february', '23rd', 'to', 'february', '28th']",im looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,"['im', 'looking', 'roundtrip', 'flight', 'aaf', 'dia', 'february', '23rd', 'february', '28th']",9
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,book_flight,"['i', ""'m"", 'looking', 'for', 'a', 'roundtrip', 'flight', 'from', 'fwa', 'to', 'hsv', 'for', 'march', 'first', 'to', 'march', 'fifth']",im looking for a roundtrip flight from fwa to hsv for march first to march fifth,"['im', 'looking', 'roundtrip', 'flight', 'fwa', 'hsv', 'march', 'first', 'march', 'fifth']",9
compare fares for al italia from bucharest to tampa returning before thanksgiving,book_flight,"['compare', 'fares', 'for', 'al', 'italia', 'from', 'bucharest', 'to', 'tampa', 'returning', 'before', 'thanksgiving']",compare fares for al italia from bucharest to tampa returning before thanksgiving,"['compare', 'fares', 'al', 'italia', 'bucharest', 'tampa', 'returning', 'thanksgiving']",9
cheapest fare for flight from tehran to new york on august 1 with return on august 20,book_flight,"['cheapest', 'fare', 'for', 'flight', 'from', 'tehran', 'to', 'new', 'york', 'on', 'august', '1', 'with', 'return', 'on', 'august', '20']",cheapest fare for flight from tehran to new york on august 1 with return on august 20,"['cheapest', 'fare', 'flight', 'tehran', 'new', 'york', 'august', '1', 'return', 'august', '20']",9
compare prices for flights from recife to miami leaving may 20 returning june 5,book_flight,"['compare', 'prices', 'for', 'flights', 'from', 'recife', 'to', 'miami', 'leaving', 'may', '20', 'returning', 'june', '5']",compare prices for flights from recife to miami leaving may 20 returning june 5,"['compare', 'prices', 'flights', 'recife', 'miami', 'leaving', 'may', '20', 'returning', 'june', '5']",9
i need you to book me a flight from chicago to montpelier via united,book_flight,"['i', 'need', 'you', 'to', 'book', 'me', 'a', 'flight', 'from', 'chicago', 'to', 'montpelier', 'via', 'united']",i need you to book me a flight from chicago to montpelier via united,"['need', 'book', 'flight', 'chicago', 'montpelier', 'via', 'united']",9
i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles,book_flight,"['i', 'need', 'a', 'roundtrip', 'flight', 'for', '5/2', 'to', '5/8', 'from', 'nyc', 'to', 'los', 'angeles']",i need a roundtrip flight for 52 to 58 from nyc to los angeles,"['need', 'roundtrip', 'flight', '52', '58', 'nyc', 'los', 'angeles']",9
can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,book_flight,"['can', 'you', 'find', 'me', 'a', 'roundtrip', 'flight', 'from', 'orlando', 'to', 'austin', 'for', '3/28', 'to', '4/5']",can you find me a roundtrip flight from orlando to austin for 328 to 45,"['find', 'roundtrip', 'flight', 'orlando', 'austin', '328', '45']",9
use delta to book me a flight from dallas to pittsburgh,book_flight,"['use', 'delta', 'to', 'book', 'me', 'a', 'flight', 'from', 'dallas', 'to', 'pittsburgh']",use delta to book me a flight from dallas to pittsburgh,"['use', 'delta', 'book', 'flight', 'dallas', 'pittsburgh']",9
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,book_flight,"['help', 'me', 'find', 'a', 'roundtrip', 'flight', 'for', 'may', '7th', 'through', 'the', '20th', 'from', 'pittsburgh', 'to', 'chicago']",help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,"['help', 'find', 'roundtrip', 'flight', 'may', '7th', '20th', 'pittsburgh', 'chicago']",9
could you make a flight reservation with air emirates from orlando to london,book_flight,"['could', 'you', 'make', 'a', 'flight', 'reservation', 'with', 'air', 'emirates', 'from', 'orlando', 'to', 'london']",could you make a flight reservation with air emirates from orlando to london,"['could', 'make', 'flight', 'reservation', 'air', 'emirates', 'orlando', 'london']",9
"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",book_flight,"['can', 'you', 'find', 'me', 'a', 'flight', 'from', 'portland', ',', 'oregon', 'to', 'portland', ',', 'maine', 'for', 'under', '$', '500', 'on', 'delta']",can you find me a flight from portland oregon to portland maine for under 500 on delta,"['find', 'flight', 'portland', 'oregon', 'portland', 'maine', '500', 'delta']",9
fly me from pit to pdx on delta for under $300,book_flight,"['fly', 'me', 'from', 'pit', 'to', 'pdx', 'on', 'delta', 'for', 'under', '$', '300']",fly me from pit to pdx on delta for under 300,"['fly', 'pit', 'pdx', 'delta', '300']",9
book a flight from la to madrid with southwest,book_flight,"['book', 'a', 'flight', 'from', 'la', 'to', 'madrid', 'with', 'southwest']",book a flight from la to madrid with southwest,"['book', 'flight', 'la', 'madrid', 'southwest']",9
i'd like a flight from laguardia to orlando on southwest for under $400,book_flight,"['i', ""'d"", 'like', 'a', 'flight', 'from', 'laguardia', 'to', 'orlando', 'on', 'southwest', 'for', 'under', '$', '400']",id like a flight from laguardia to orlando on southwest for under 400,"['id', 'like', 'flight', 'laguardia', 'orlando', 'southwest', '400']",9
